problem,uuid,problem_type,question_type,source,answer
"Example 4 (Mantel's Theorem) Suppose in space there are $n$ points, no four of which are coplanar, and there are $q$ line segments connecting them. Then these line segments form at least $\frac{4 q}{3 n}\left(q-\frac{n^{2}}{4}\right)$ different triangles.",cd87699e-9a91-586a-aa74-9bc3a755cbeb,Combinatorics,proof,olympiads,\frac{4q}{3n}(q-\frac{n^{2}}{4})
"
C2 Consider 50 points in the plane, no three of them belonging to the same line. The points have been colored into four colors. Prove that there are at least 130 scalene triangles whose vertices are colored in the same color.

",299392e8-4594-5401-9d91-a04a0f5ec7ea,Combinatorics,proof,olympiads,130
"## Task 5 - 270835

A square chessboard-like table consists of 15 by 15 fields. One of the two diagonals of the square is called $d$. In each of the 225 fields of the table, one of the numbers 1 to 15 can be entered such that the following requirements (1) and (2) are met:

(1) Each (horizontal) row contains each of the 15 numbers exactly once.

(2) For any two fields that are symmetric with respect to $d$, the numbers in these fields are equal.

For each entry, the sum of the numbers in the 15 fields that are crossed by the diagonal $d$ can be formed.

Prove that this sum is uniquely determined by the conditions (1) and (2), and determine this sum!",2403cd1a-5410-5296-a192-38ae5ed78414,Combinatorics,proof,olympiads,120
"Shaovalov A.V.

There is a board $1 \times 1000$, initially empty, and a pile of $n$ chips. Two players take turns. The first player, on their turn, ""places"" no more than 17 chips on the board, one on any free cell (they can take all 17 from the pile, or part of them - from the pile, and part - by moving them on the board). The second player removes any series of chips from the board (a series is several chips standing next to each other, i.e., without any free cells between them) and puts them back into the pile. The first player wins if they manage to place all the chips in a row without gaps.

a) Prove that for $n=98$ the first player can always win.

b) For what largest $n$ can the first player always win?",2f039f87-7e99-5006-a14b-24e5d5c7c0c9,Combinatorics,proof,olympiads,98
". In a club with 30 members, every member initially had a hat. One day each member sent his hat to a different member (a member could have received more than one hat). Prove that there exists a group of 10 members such that no one in the group has received a hat from another one in the group.",415d7053-9546-5c30-842c-eea149654004,Combinatorics,proof,olympiads,10
"9. (11) On the plane, there are $6 k$ points, no three of which lie on the same line. Prove that some point on the plane is contained in at least $8 k^{3}$ different triangles with vertices at these points (triangles include their boundary).",c3cbd302-9548-5609-8798-2f1f198d2259,Combinatorics,proof,olympiads,8k^{3}
(b) $[\mathbf{6}]$ Let $T$ be a graph with one vertex $v_{n}$ for every integer $n$. An edge connects $v_{a}$ and $v_{b}$ if $|a-b|$ is a power of two. What is the chromatic number of $T$ ? Prove your answer.,60ea16f5-1e88-5660-a8d4-dd494423abdf,Combinatorics,proof,olympiads,3
"A fly moves from the origin only to the right or upwards along the lines of an integer grid (monotonic walk). At each node of the grid, the fly randomly chooses the direction of further movement: up or to the right.

a) Prove that sooner or later the fly will reach the point with an abscissa of 2011.

b) Find the expected value of the ordinate of the Fly at the moment when the fly has reached an abscissa of 2011.",10d09b0c-ee94-59bc-afa0-adab1697f9c0,Combinatorics,proof,olympiads,2011
"3.28 On a Go board, there are $18 \times 18$ small squares. In each square, a real number is filled such that the sum of the 4 numbers in any $2 \times 2$ square is 10. Prove that the sum of the 4 numbers in the 4 corner squares is also 10.",a87f6ba3-3d4d-5dd8-9aab-94655b50a5f4,Combinatorics,proof,olympiads,10
"Example 1.1.4 Given 2005 points in the plane, where the distance between any two points is greater than $\sqrt{2}$, prove that there must be 223 points such that the distance between any two of them is not less than 2.",cb619803-2bde-5e5b-97b5-ebcd89694985,Combinatorics,proof,olympiads,223
"In a math competition, three problems were posed. 85 percent of the participants solved the first problem, 80 percent solved the second, and 75 percent solved the third. Prove that at least 40 percent of them solved all three problems.",3931eb67-b5d4-50cc-871d-e1f9cf122f0c,Combinatorics,proof,olympiads,40
"$5 \cdot 83$ Suppose $n$ people each know exactly one piece of information, and all $n$ pieces of information are distinct. Each time “$A$” calls “$B$”, “$A$” tells “$B$” everything “$A$” knows, but “$B$” does not tell “$A$” anything. To ensure that everyone knows all the information, find the minimum number of phone calls required between two people. Prove your conclusion.",bae0a739-44bb-58f3-a38e-b6dda99b08a4,Combinatorics,proof,olympiads,2n-2
"C33 (30-3, Netherlands) Let $n$ and $k$ be positive integers, and $S$ be a set of $n$ points in the plane, satisfying
(1) no three points in $S$ are collinear;
(2) for each point $P$ in $S$, there are at least $k$ points in $S$ that are equidistant from $P$.
Prove that $k < \frac{1}{2} + \sqrt{2n}$.",f167b1d2-bb73-5c57-981a-2288a813b9e0,Combinatorics,proof,olympiads,k<\frac{1}{2}+\sqrt{2n}
"Prove that from $n$ items, an even number of items can be chosen in $2^{n-1}$ ways.

#",4ab69cad-eb1c-5281-a1ae-816130f2bcd5,Combinatorics,proof,olympiads,2^{n-1}
Let $n \geqslant 1$. Show that $\sum_{k=1}^{n}\binom{n}{k} k^{2}=n(n+1) 2^{n-2}$.,ea80ba0b-a550-514b-bbbc-92a80be10bf9,Combinatorics,proof,olympiads,n(n+1)2^{n-2}
"Exercise 5. Let $m$ and $n$ be integers such that $m > n \geqslant 3$. Morgane has arranged $m$ tokens in a circle and is about to paint them using $n$ distinct colors. She wants to ensure that among any $n+1$ consecutive tokens, there is always at least one token of each of the $n$ colors. If she can achieve this, we say that the integer $m$ is $n$-colorable.

Prove that for any integer $n \geqslant 3$, there is a finite non-zero number of integers $m$ that are not $n$-colorable, and find the largest integer $m$ that is not $n$-colorable.",8c610e2f-084e-55e0-8f45-d66502e9d097,Combinatorics,proof,olympiads,n^2-n-1
"2. In a math competition, out of 40 students, 25 solved the first problem, 30 solved the second problem, 35 solved the third problem, and 33 solved the fourth problem. Show that at least 3 students solved all 4 problems.",0cfb652b-7d86-5ba1-abc4-93ec8b33eb44,Combinatorics,proof,olympiads,3
"9th Mexico 1995 Problem B1 Find 26 elements of {1, 2, 3, ... , 40} such that the product of two of them is never a square. Show that one cannot find 27 such elements.",021a87dc-0f6d-5572-8747-987fa59608f2,Combinatorics,proof,olympiads,26
24. Prove that the number of ways to color the edges of an n-gonal prism using 4 given colors such that all colors appear on the edges of each face does not exceed \(8 \cdot 6^{n-1} - 12 \cdot 2^{n-1}\).,3ac0beaf-7855-59c9-9a67-27a9e2bbca93,Combinatorics,proof,olympiads,8\cdot6^{n-1}-12\cdot2^{n-1}
"## Problem II - 1

In the basement of the castle, 7 gnomes guard their treasure. The treasure is behind 12 doors, each with 12 locks. All the locks are different. Each gnome has keys to some of the locks. Any three gnomes together have keys to all the locks. Prove that among all the gnomes, they have at least 336 keys.",4b587156-6955-5008-ab06-2fcc2335addc,Combinatorics,proof,olympiads,336
"14.44. A chess rook moves from the bottom-left corner of an $n \times n$ board to the top-right corner. In doing so, it only makes moves to the right and upwards. Prove that the number of different paths on which the rook never lands on the main diagonal, except for the starting and ending positions, is $c_{n-2}$.",793a7725-22c1-5e85-99cb-422d07759fb3,Combinatorics,proof,olympiads,c_{n-2}
"3.5. (Jury, Australia, 82). For a given value $m \in \mathbf{N}:$

a) prove that the number $\frac{1}{m+1} C_{2 m}^{m}$ is a natural number;
b) find the smallest value $k \in \mathbf{N}$, for which the number $\frac{k}{n+m+1} C_{2 n}^{n+m}$ is a natural number for each natural value $n \geqslant m$.",005a2fb0-689c-532f-a687-27fa07b1a8f7,Combinatorics,proof,olympiads,2m+1
"In the nation of Onewaynia, certain pairs of cities are connected by one-way roads. Every road connects exactly two cities (roads are allowed to cross each other, e.g., via bridges), and each pair of cities has at most one road between them. Moreover, every city has exactly two roads leaving it and exactly two roads entering it.

We wish to close half the roads of Onewaynia in such a way that every city has exactly one road leaving it and exactly one road entering it. Show that the number of ways to do so is a power of 2 greater than 1 (i.e. of the form $2^{n}$ for some integer $n \geq 1)$",71aa167c-5a49-50f8-9699-83b734bbbc20,Combinatorics,proof,olympiads,2^n
"Example 5 From $[1, n]$ select $r$ numbers to form a set $\left\{a_{1}, a_{2}, \cdots, a_{r}\right\}$, allowing numbers to repeat and disregarding the order of these numbers. This is called an $r$-combination with repetition from $[1, n]$, also known as a combination with repetition, denoted as the number of $r$-combinations with repetition from $n$ distinct elements is $F_{n}^{r}$. Try to prove: $F_{n}^{r}=C_{n+r-1}^{r}$.",71de0354-3590-570d-8eec-ce324cb01a04,Combinatorics,proof,olympiads,F_{n}^{r}=C_{n+r-1}^{r}
"6. A cube consisting of $(2 n)^{3}$ unit cubes is pierced by several spokes parallel to the edges of the cube. Each spoke pierces exactly $2 n$ cubes, and each cube is pierced by at least one spoke.

a) [6] Prove that it is possible to choose such $2 n^{2}$ spokes, going in one or two directions in total, so that no two of these spokes pierce the same cube.

b) [6] What is the maximum number of spokes that can be guaranteed to be chosen from the existing ones so that no two chosen spokes pierce the same cube?

(Nikita Gladkov, Alexander Zimin)",7ac60074-bf5c-5990-8fb9-2ef4053dbb90,Combinatorics,proof,olympiads,2n^2
"Exercise 1. Morgane and Bosphore are playing the following game. Morgane has written the integers from 1 to 8 on the vertices of a regular octagon: each integer is written on one of the eight vertices of the octagon. Bosphore then chooses a vertex and calculates the sum of the numbers written on that vertex and its two neighbors. He notes this sum as $s$, and gives $s$ candies to Morgane.

Bosphore chooses a vertex to give the fewest candies to Morgane, and Morgane writes the integers from 1 to 8 to receive as many candies as possible. Prove that Bosphore will give her 12 candies.",a05322c3-a4f4-557f-9118-5e36ceea64b5,Combinatorics,proof,olympiads,12
"In any three residents of a resort, there are two who do not know each other, but among any week's residents, there are at least two who know each other. At the end of the vacation, everyone gifts each of their acquaintances a gift item. Prove that in the case of $n$ vacationers, at most $6 n$ items are gifted.",f8d5c435-be7b-5cac-8f3c-9f1b254892b1,Combinatorics,proof,olympiads,6n
"4th USAMO 1975 Problem 5 A pack of n cards, including three aces, is well shuffled. Cards are turned over in turn. Show that the expected number of cards that must be turned over to reach the second ace is (n+1)/2.",eff1dc14-f7aa-53f5-acd1-5d8b25956cca,Combinatorics,proof,olympiads,\frac{n+1}{2}
"15. [40] On Facebook, there is a group of people that satisfies the following two properties: (i) there exists a positive integers $k$ such that any subset of $2 k-1$ people in the group contains a subset of $k$ people in the group who are all friends with each other, and (ii) every member of the group has 2011 friends or fewer.
(a) [15] If $k=2$, determine, with proof, the maximum number of people the group may contain.
(b) $[\mathbf{2 5}]$ If $k=776$, determine, with proof, the maximum number of people the group may contain.",0715f15d-d485-5f59-9d15-4fe3fa5d2669,Combinatorics,proof,olympiads,4024
"On a $15 \times 15$ board, a closed line that does not intersect itself is drawn by connecting the centers of adjacent cells (by a side). Suppose the line is symmetric with respect to one of the two main diagonals. Show that its length is less than or equal to 200.",2b2804f4-fd3d-54fd-88a1-73502c21fdf4,Combinatorics,proof,olympiads,200
"4. (3 points) Prove that for $n=12002$ the sum of binomial coefficients with a step of 6, i.e., $C_{n}^{1}+C_{n}^{7}+\ldots+C_{n}^{n-1}$, gives a remainder of 1 when divided by 3.

$C_{n}^{k}-$ the number of ways to choose $k$ items from $n$, which is $\frac{n!}{k!(n-k)!}$ if $0 \leqslant k \leqslant n$ and 0 in all other cases.",a69f1307-ebc0-5065-89e6-2c50f408b2f4,Combinatorics,proof,olympiads,1
"1. Suppose there are 6 points on a plane, where no three points are collinear. If we connect some pairs of points with line segments such that the following condition is satisfied: for any three points, at least one pair of points is not connected by a line segment (i.e., any three points do not form the vertices of a triangle). How many line segments can be drawn at most under these conditions? Prove your conclusion.",1c3ae4ac-cc93-53d6-bc43-b51658367444,Combinatorics,proof,olympiads,9
"10. [40] Given a convex $n$-gon, $n \geq 4$, at most how many diagonals can be drawn such that each drawn diagonal intersects every other drawn diagonal strictly in the interior of the $n$-gon? Prove that your answer is correct.",328828cd-e39e-5235-a226-4ad508e555b0,Combinatorics,proof,olympiads,\lfloorn/2\rfloor
"Question 4
A set of 1990 persons is divided into non-intersecting subsets in such a way that
(a) no one in a subset knows all the others in the subset;
(b) among any three persons in a subset, there are always at least two who do not know each other; and
(c) for any two persons in a subset who do not know each other, there is exactly one person in the same subset knowing both of them.
(i) Prove that within each subset, every person has the same number of acquaintances.
(ii) Determine the maximum possible number of subsets.

Note: it is understood that if a person $A$ knows person $B$, then person $B$ will know person $A$; an acquaintance is someone who is known. Every person is assumed to know one's self.",3c671a74-d281-537c-a6d9-8eac23fbc94b,Combinatorics,proof,olympiads,398
Task B-4.1. Prove that the sum $\binom{n+k}{2}+\binom{n+k+1}{2}$ is a perfect square.,a93d09a7-b786-560c-94f6-3f1e16de3258,Combinatorics,proof,olympiads,(n+k)^2
"Consider an $8 \times 8$ chessboard, on which we place some bishops in the 64 squares. Two bishops are said to attack each other if they lie on a common diagonal.

(a) Prove that we can place 14 bishops in such a way that no two attack each other.

(b) Prove that we cannot do so with 15 bishops.",0e23afdb-0768-54de-a964-2c90e10e9283,Combinatorics,proof,olympiads,14
"Problem 2
Suppose there are 997 points given in a plane. If every two points are joined by a line segment with its midpoint coloured in red, show that there are at least 1991 red points in the plane. Can you find a special case with exactly 1991 red points?",ac28551f-d4bc-57cd-b8cf-e04dd58eace1,Combinatorics,proof,olympiads,1991
"Example 18 (12th Canadian Mathematical Olympiad) Toss a coin, each time heads appears, get 1 point, tails appears, get 2 points. Prove: The probability of getting exactly $n$ points is $\frac{1}{3}\left[2+\left(-\frac{1}{2}\right)^{n}\right]$.",04c1bfa1-d7ca-5c6d-abd2-c90654f9a7af,Combinatorics,proof,olympiads,\frac{1}{3}[2+(-\frac{1}{2})^{n}]
"10.1. In each cell of a table consisting of 10 columns and $n$ rows, a digit is written. It is known that for any row $A$ and any two columns, there exists a row that differs from $A$ exactly in these two columns. Prove that $n \geqslant 512$.

(P. Karasev)",195d3b03-cf30-5eaa-84f2-034ed37fa167,Combinatorics,proof,olympiads,512
"Inference The number of positive integer solutions to the indeterminate equation $x_{1}+x_{2}+\cdots+x_{k}=n$ (where $k, n$ are positive integers, and $n \geqslant k$) is $C_{n-1}^{k-1}$.",aa9a69e8-c58f-5ac3-bd85-248b9fac4d61,Combinatorics,proof,olympiads,C_{n-1}^{k-1}
"10. (1990 19th US Mathematical Olympiad) A state issues license plate numbers consisting of 6 digits (made up of the digits $0 \sim 9$), and it is stipulated that any two plate numbers must differ in at least two places (thus, the plate numbers 027592 and 020592 cannot both be used). Determine the maximum number of license plate numbers possible. Provide a proof.",d8a00ad0-64bc-5757-8a29-76c01ab2b41e,Combinatorics,proof,olympiads,10^5
"Problem 3. An equilateral triangle with a side length of 8 was divided into smaller equilateral triangles with a side length of 1 (see figure). What is the minimum number of small triangles that need to be shaded so that all intersection points of the lines (including those on the edges) are vertices of at least one shaded triangle? Provide an example and prove that it is impossible to shade fewer triangles.

[6 points] (

![](https://cdn.mathpix.com/cropped/2024_05_06_451a0d7107599630d1d3g-04.jpg?height=364&width=420&top_left_y=1455&top_left_x=517)",b40f06d2-d034-584f-9ce9-85128fdceadf,Combinatorics,proof,olympiads,15
"Let $a$ and $b$ be positive integers, and let $A$ and $B$ be finite sets of integers satisfying:

(i) $A$ and $B$ are disjoint;

(ii) if an integer $i$ belongs either to $A$ or to $B$, then $i+a$ belongs to $A$ or $i-b$ belongs to $B$.

Prove that $a|A|=b|B|$. (Here $|X|$ denotes the number of elements in the set $X$.)",210f99aa-6003-599d-86b1-a937f347857e,Combinatorics,proof,olympiads,|A|=b|B|
"2. In a country with $n>5$ cities, there is air communication between any two cities. The Antimonopoly Committee wants to distribute all air routes between two airlines so that

(a) between any two cities, exactly one airline flies;

(b) from any city, it is possible to reach any other city using either one airline or the other.

Prove that there are at least $(n-1)!(n+1)$ ways to do this.",4faed1c0-219c-5ef2-bbfb-994fa9e28bc8,Combinatorics,proof,olympiads,(n+1)\cdot(n-1)!
